YEAR,CURRENT_ROUND,TEAM_A,SEED_A,FARTHEST_ROUND_A,SCORE_A,TEAM_B,SEED_B,FARTHEST_ROUND_B,SCORE_B,WINNER_TEAM,CONF_A,K TEMPO_A,K TEMPO RANK_A,KADJ T_A,KADJ T RANK_A,K OFF_A,KO RANK_A,KADJ O_A,KADJ O RANK_A,K DEF_A,KD RANK_A,KADJ D_A,KADJ D RANK_A,KADJ EM_A,KADJ EM RANK_A,BADJ EM_x_A,BADJ O_x_A,BADJ D_x_A,BARTHAG_x_A,GAMES_A,W_x_A,L_x_A,WIN%_x_A,EFG%_x_A,EFG%D_A,FTR_x_A,FTRD_x_A,TOV%_x_A,TOV%D_x_A,OREB%_x_A,DREB%_x_A,OP OREB%_x_A,OP DREB%_x_A,RAW T_x_A,2PT%_x_A,2PT%D_x_A,3PT%_x_A,3PT%D_x_A,BLK%_x_A,BLKED%_x_A,AST%_x_A,OP AST%_A,2PTR_x_A,3PTR_x_A,2PTRD_x_A,3PTRD_x_A,BADJ T_x_A,AVG HGT_x_A,EFF HGT_x_A,EXP_x_A,TALENT_x_A,FT%_x_A,OP FT%_x_A,PPPO_x_A,PPPD_x_A,ELITE SOS_x_A,WAB_x_A,BADJ EM RANK_A,BADJ O RANK_A,BADJ D RANK_A,BARTHAG RANK_A,EFG% RANK_A,EFGD% RANK_A,FTR RANK_A,FTRD RANK_A,TOV% RANK_A,TOV%D RANK_A,OREB% RANK_A,DREB% RANK_A,OP OREB% RANK_A,OP DREB% RANK_A,RAW T RANK_A,2PT% RANK_A,2PT%D RANK_A,3PT% RANK_A,3PT%D RANK_A,BLK% RANK_A,BLKED% RANK_A,AST% RANK_A,OP AST% RANK_A,2PTR RANK_A,3PTR RANK_A,2PTRD RANK_A,3PTRD RANK_A,BADJT RANK_A,AVG HGT RANK_A,EFF HGT RANK_A,EXP RANK_A,TALENT RANK_A,FT% RANK_A,OP FT% RANK_A,PPPO RANK_A,PPPD RANK_A,ELITE SOS RANK_A,CONF ID_y_A,BADJ EM_y_A,BADJ O_y_A,BADJ D_y_A,BARTHAG_y_A,G_A,W_y_A,L_y_A,WIN%_y_A,EFG%_y_A,EFGD%_A,FTR_y_A,FTRD_y_A,TOV%_y_A,TOV%D_y_A,OREB%_y_A,DREB%_y_A,OP OREB%_y_A,OP DREB%_y_A,RAW T_y_A,2PT%_y_A,2PT%D_y_A,3PT%_y_A,3PT%D_y_A,BLK%_y_A,BLKED%_y_A,AST%_y_A,OP AST %_A,2PTR_y_A,3PTR_y_A,2PTRD_y_A,3PTRD_y_A,BADJ T_y_A,AVG HGT_y_A,EFF HGT_y_A,EXP_y_A,TALENT_y_A,FT%_y_A,OP FT%_y_A,PPPO_y_A,PPPD_y_A,ELITE SOS_y_A,WAB_y_A,CONF_B,K TEMPO_B,K TEMPO RANK_B,KADJ T_B,KADJ T RANK_B,K OFF_B,KO RANK_B,KADJ O_B,KADJ O RANK_B,K DEF_B,KD RANK_B,KADJ D_B,KADJ D RANK_B,KADJ EM_B,KADJ EM RANK_B,BADJ EM_x_B,BADJ O_x_B,BADJ D_x_B,BARTHAG_x_B,GAMES_B,W_x_B,L_x_B,WIN%_x_B,EFG%_x_B,EFG%D_B,FTR_x_B,FTRD_x_B,TOV%_x_B,TOV%D_x_B,OREB%_x_B,DREB%_x_B,OP OREB%_x_B,OP DREB%_x_B,RAW T_x_B,2PT%_x_B,2PT%D_x_B,3PT%_x_B,3PT%D_x_B,BLK%_x_B,BLKED%_x_B,AST%_x_B,OP AST%_B,2PTR_x_B,3PTR_x_B,2PTRD_x_B,3PTRD_x_B,BADJ T_x_B,AVG HGT_x_B,EFF HGT_x_B,EXP_x_B,TALENT_x_B,FT%_x_B,OP FT%_x_B,PPPO_x_B,PPPD_x_B,ELITE SOS_x_B,WAB_x_B,BADJ EM RANK_B,BADJ O RANK_B,BADJ D RANK_B,BARTHAG RANK_B,EFG% RANK_B,EFGD% RANK_B,FTR RANK_B,FTRD RANK_B,TOV% RANK_B,TOV%D RANK_B,OREB% RANK_B,DREB% RANK_B,OP OREB% RANK_B,OP DREB% RANK_B,RAW T RANK_B,2PT% RANK_B,2PT%D RANK_B,3PT% RANK_B,3PT%D RANK_B,BLK% RANK_B,BLKED% RANK_B,AST% RANK_B,OP AST% RANK_B,2PTR RANK_B,3PTR RANK_B,2PTRD RANK_B,3PTRD RANK_B,BADJT RANK_B,AVG HGT RANK_B,EFF HGT RANK_B,EXP RANK_B,TALENT RANK_B,FT% RANK_B,OP FT% RANK_B,PPPO RANK_B,PPPD RANK_B,ELITE SOS RANK_B,CONF ID_y_B,BADJ EM_y_B,BADJ O_y_B,BADJ D_y_B,BARTHAG_y_B,G_B,W_y_B,L_y_B,WIN%_y_B,EFG%_y_B,EFGD%_B,FTR_y_B,FTRD_y_B,TOV%_y_B,TOV%D_y_B,OREB%_y_B,DREB%_y_B,OP OREB%_y_B,OP DREB%_y_B,RAW T_y_B,2PT%_y_B,2PT%D_y_B,3PT%_y_B,3PT%D_y_B,BLK%_y_B,BLKED%_y_B,AST%_y_B,OP AST %_B,2PTR_y_B,3PTR_y_B,2PTRD_y_B,3PTRD_y_B,BADJ T_y_B,AVG HGT_y_B,EFF HGT_y_B,EXP_y_B,TALENT_y_B,FT%_y_B,OP FT%_y_B,PPPO_y_B,PPPD_y_B,ELITE SOS_y_B,WAB_y_B
2026,4,Uconn,2,,,Houston,2,64,,,BE,66.0567,293,64.4462,322,116.349,50,121.986,30,97.6819,11,94.1163,11,27.8694,11,28.125,123.091,94.966,0.952,34,29,5,85.29411765,55.3,45.7,30,40.2,16.8,18,35.7,71.3,28.7,64.3,66,57.1,45.8,35.2,30.3,15.2,9.7,65,48.5,59.7,40.3,63.8,36.2,64.583,78.303,81.367,1.997,84.266,71.6,71.9,1.165,0.979,33.294,8.8,9,25,12,9,37,9,313,302,189,101,35,95,95,35,300,33,13,106,16,9,215,7,82,203,164,283,86,323,45,56,161,3,221,158,50,15,46,8,14.1,115.5,101.4,0.817,361,207,154,57.34072022,51.7,50.1,34.4,32.6,16,17.2,32,69.1,30.9,68,68.8,52.3,50,33.9,33.5,10.2,9.7,57.6,54.9,61.2,38.8,62.9,37.1,68.6,77.924,80.821,1.881,53.105,72.2,72,1.105,1.056,30.886,-1.5,B12,64.8944,332,63.2742,352,118.469,31,124.864,14,96.4922,6,91.4372,5,33.4265,5,32.978,125.376,92.398,0.971,34,28,6,82.35294118,52.1,46.6,26.9,39,13,21,35.9,69.1,30.9,64.1,64.9,51.9,45.5,34.9,32.1,12.5,6.4,52.9,53.5,59.2,40.8,59.1,40.9,63.325,77.851,80.772,1.553,81.968,77.2,69.8,1.184,0.965,36.826,9,7,12,5,5,143,17,353,285,7,14,29,199,199,29,333,178,10,130,71,38,9,170,214,215,152,131,238,352,100,113,286,4,30,51,33,7,25,7,18.4,118.6,100.2,0.874,524,324,200,61.83206107,53,50.2,33.7,31.6,15.9,17.1,32.7,69.9,30.1,67.3,69.4,53,50,35.3,33.6,10.4,9.1,54.4,52.5,61.6,38.4,61.3,38.7,68.9,77.829,81.146,1.808,45.837,72.9,71.9,1.131,1.053,35.673,1.5
2026,4,Arizona,1,,,Michigan,1,64,,,B12,71.3814,37,69.7911,54,120.103,16,127.676,5,96.1136,5,90.0201,3,37.6556,2,35.534,126.933,91.399,0.978,34,32,2,94.11764706,55.1,45,42.9,27.7,15.1,16.7,38.1,73.1,26.9,61.9,71.4,55.4,43.8,36,31.4,10.8,8.3,55.4,48.9,73.2,26.8,62.8,37.2,70.027,79.009,81.866,1.406,73.506,73.4,71.5,1.203,0.961,38.751,13.7,3,9,3,3,41,3,23,32,72,176,9,36,36,9,38,51,2,62,46,98,90,106,88,4,363,257,109,43,8,26,324,9,158,130,15,5,10,7,18.4,118.6,100.2,0.874,524,324,200,61.83206107,53,50.2,33.7,31.6,15.9,17.1,32.7,69.9,30.1,67.3,69.4,53,50,35.3,33.6,10.4,9.1,54.4,52.5,61.6,38.4,61.3,38.7,68.9,77.829,81.146,1.808,45.837,72.9,71.9,1.131,1.053,35.673,1.5,B10,71.3221,39,70.9486,22,121.135,11,126.626,8,97.2703,10,89.0343,1,37.592,3,36.587,127.634,91.047,0.98,34,31,3,91.17647059,58.1,44.7,37.7,26.3,16.7,15.5,35.4,72.3,27.7,64.6,71.3,61,44.3,36,30.2,15.9,9.4,60.7,46.7,58.2,41.8,58.2,41.8,71.216,78.647,82.701,1.947,69.852,74.7,75.1,1.213,0.967,41.856,14,2,6,2,2,9,1,114,17,182,257,43,61,61,43,43,4,4,62,12,3,181,28,46,230,139,98,268,20,24,8,179,13,99,318,9,8,2,6,18.9,119.7,100.8,0.878,591,353,238,59.72927242,53.5,50.7,34.4,30.9,15.3,16.2,31.6,70.6,29.4,68.4,66.8,54.7,51.4,34.6,33.2,10,9.1,58.3,55.7,58.2,41.8,58.1,41.9,67.3,78.191,81.466,1.85,49.036,75.3,74.5,1.143,1.071,36.914,1.2
